SeqId	SomaId	UNIPROT	Target	TargetFullName	EntrezGeneID	EntrezGeneSymbol	uniprot_gn_id	uniprot_gn_symbol	entrezgene_id	entrezgene_accession	hgnc_id	hgnc_symbol	ensembl_gene_id	external_gene_name	gene_biotype	CHR	START_hg19	END_hg19	strand_hg19	START_hg38	END_hg38	strand_hg38
29443-1	SL006691	Q96ID5	IGS21	Immunoglobulin superfamily member 21	84966	IGSF21	Q96ID5	IGSF21	84966	IGSF21	HGNC:28246	IGSF21	ENSG00000117154	IGSF21	protein_coding	1	18434240	18704977	+	18107798	18378483	+
29444-13	SL016473	Q7Z407	CSMD3	CUB and sushi domain-containing protein 3	114788	CSMD3	Q7Z407	CSMD3	114788	CSMD3	HGNC:19291	CSMD3	ENSG00000164796	CSMD3	protein_coding	8	113235159	114449242	-	112222928	113436939	-
29454-269	SL012600	Q6UWW0	YA002	Uncharacterized lipocalin UNQ2541/PRO6093	389812	LCN15	Q6UWW0	LCN15	389812	LCN15	HGNC:33777	LCN15	ENSG00000177984	LCN15	protein_coding	9	139654086	139658965	-	136759634	136766255	-
29455-119	SL012807	Q9BQP9	SPLC3	Short palate, lung and nasal epithelium carcinoma-associated protein 3	128861	BPIFA3	Q9BQP9	BPIFA3	128861	BPIFA3	HGNC:16204	BPIFA3	ENSG00000131059	BPIFA3	protein_coding	20	31805135	31815559	+	33217310	33227806	+
29456-16	SL026132	I3L3R5	CCER2	Coiled-coil domain-containing glutamate-rich protein 2	643669	CCER2	I3L3R5	CCER2	643669	CCER2	HGNC:44662	CCER2	ENSG00000262484	CCER2	protein_coding	19	39399620	39402798	-	38908980	38912186	-
29457-31	SL018677	Q9NPD7	NRN1	Neuritin	51299	NRN1	Q9NPD7	NRN1	51299	NRN1	HGNC:17972	NRN1	ENSG00000124785	NRN1	protein_coding	6	5998233	6007633	-	5997999	6007605	-
29458-51	SL008362	Q9UHF0	TKNK	Tachykinin-3	6866	TAC3	Q9UHF0	TAC3	6866	TAC3	HGNC:11521	TAC3	ENSG00000166863	TAC3	protein_coding	12	57403781	57410344	-	57010000	57028883	-
2946-52	SL003327	P00746	Factor D	Complement factor D	1675	CFD	P00746	CFD	1675	CFD	HGNC:2771	CFD	ENSG00000197766	CFD	protein_coding	19	859665	863610	+	859453	867884	+
29460-14	SL004526	P59665	HNP-1	Neutrophil defensin 1	1667	DEFA1	NA	DEFA1B	1667	DEFA1	HGNC:33596	DEFA1B	NA	DEFA1B	protein_coding	8	6835171	6856724	-	6977649	6980092	-
29462-77	SL007350	Q02509	OC90	Otoconin 90	729330	OC90	Q02509	OC90	729330	OC90	HGNC:8100	OC90	ENSG00000253117	OC90	protein_coding	8	133036467	133071627	-	132024216	132085655	-
29465-32	SL004531	Q01524	HD-6	Human Defensin 6	1671	DEFA6	Q01524	DEFA6	1671	DEFA6	HGNC:2765	DEFA6	ENSG00000164822	DEFA6	protein_coding	8	6782216	6783598	-	6924697	6926076	-
29467-12	SL021511	A6NKQ9	CGB1	Choriogonadotropin subunit beta variant 1	114335	CGB1	K7ELM3	CGB1	NA	CGB1	HGNC:16721	CGB1	NA	CGB1	protein_coding	19	49538826	49540191	-	49035569	49036895	-
29468-2	SL000335	P06881	CGRP-I	Calcitonin gene-related peptide 1	796	CALCA	P06881	CALCA	796	CALCA	HGNC:1437	CALCA	ENSG00000110680	CALCA	protein_coding	11	14988215	14993832	-	14966622	14972354	-
29469-3	SL012587	Q6UW32	IGFL1	Insulin growth factor-like family member 1	374918	IGFL1	Q6UW32	IGFL1	374918	IGFL1	HGNC:24093	IGFL1	ENSG00000188293	IGFL1	protein_coding	19	46733009	46734500	+	46229742	46231243	+
29478-197	SL004356	Q8NHW4	LAG-1	C-C motif chemokine 4-like	388372	CCL4L1	NA	CCL4L2	9560	CCL4L2	HGNC:24066	CCL4L2	NA	CCL4L2	protein_coding	17	NA	NA	NA	36210924	36212878	+
29479-117	SL000520	P13236	MIP-1b	C-C motif chemokine 4	6351	CCL4	P13236	CCL4	6351	CCL4	HGNC:10630	CCL4	ENSG00000275302	CCL4	protein_coding	17	34431220	34433014	+	36103827	36105621	+
2948-58	SL005168	P10912	Growth hormone receptor	Growth hormone receptor	2690	GHR	P10912	GHR	2690	GHR	HGNC:4263	GHR	ENSG00000112964	GHR	protein_coding	5	42423877	42721980	+	42423439	42721878	+
29480-26	SL004822	P61916	Epididymal secretory protein E1	Epididymal secretory protein E1	10577	NPC2	P61916	NPC2	10577	NPC2	HGNC:14537	NPC2	ENSG00000119655	NPC2	protein_coding	14	74946643	74960084	-	74476192	74494177	-
29481-3	SL012567	Q6B9Z1	IGFL4	Insulin growth factor-like family member 4	444882	IGFL4	Q6B9Z1	IGFL4	444882	IGFL4	HGNC:32931	IGFL4	ENSG00000204869	IGFL4	protein_coding	19	46543006	46544274	-	46039182	46077118	-
29483-106	SL024577	O75052	CAPON	Carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein	9722	NOS1AP	O75052	NOS1AP	9722	NOS1AP	HGNC:16859	NOS1AP	ENSG00000198929	NOS1AP	protein_coding	1	162039581	162339813	+	162069691	162382115	+
29485-19	SL017273	Q8IWL2	SFTA1	Pulmonary surfactant-associated protein A1	653509	SFTPA1	Q8IWL2	SFTPA1	653509	SFTPA1	HGNC:10798	SFTPA1	ENSG00000122852	SFTPA1	protein_coding	10	81370695	81375199	+	79610939	79615455	+
29486-66	SL001766	P01215	HCG	Human Chorionic Gonadotropin	94027	CGB7	NA	CGA	1081	CGA	HGNC:1885	CGA	ENSG00000135346	CGA	protein_coding	6	87795216	87804865	-	87085498	87095106	-
29486-66	SL001766	P0DN86	HCG	Human Chorionic Gonadotropin	94027	CGB7	NA	CGB8	93659	CGB5	HGNC:16452	CGB8	NA	CGB8	protein_coding	19	49547102	49548568	+	49043848	49045311	+
29486-66	SL001766	P0DN87	HCG	Human Chorionic Gonadotropin	94027	CGB7	NA	CGB7	94027	CGB7	HGNC:16451	CGB7	ENSG00000196337	CGB7	protein_coding	19	49557531	49561008	-	49054274	49065076	-
29489-59	SL001767	P0DN86	b-CF	Choriogonadotropin subunit beta 3	1082	CGB3	NA	CGB8	93659	CGB5	HGNC:16452	CGB8	NA	CGB8	protein_coding	19	49547102	49548568	+	49043848	49045311	+
2949-6	SL004067	O15496	GX	Group 10 secretory phospholipase A2	8399	PLA2G10	NA	PLA2G10	8399	PLA2G10	HGNC:9029	PLA2G10	ENSG00000069764	PLA2G10	protein_coding	16	14766405	14788526	-	14672548	14707055	-
29490-91	SL012809	Q9BSG5	RTBDN	Retbindin	83546	RTBDN	Q9BSG5	RTBDN	83546	RTBDN	HGNC:30310	RTBDN	ENSG00000132026	RTBDN	protein_coding	19	12936291	12946242	-	12825478	12835428	-
29491-55	SL012384	O75711	SCRG1	Scrapie-responsive protein 1	11341	SCRG1	O75711	SCRG1	11341	SCRG1	HGNC:17036	SCRG1	ENSG00000164106	SCRG1	protein_coding	4	174309299	174327528	-	173384701	173519232	-
29494-59	SL012735	Q8TDE3	RNAS8	Ribonuclease 8	122665	RNASE8	Q8TDE3	RNASE8	122665	RNASE8	HGNC:19277	RNASE8	ENSG00000173431	RNASE8	protein_coding	14	21526052	21526516	+	21057822	21058455	+
29495-32	SL009328	P0DML2	CSH	Chorionic somatomammotropin hormone	1443	CSH2	NA	CSH1	1442	CSH1	HGNC:2440	CSH1	ENSG00000136488	CSH1	protein_coding	17	61972268	61974021	-	63894909	63896661	-
29495-32	SL009328	P0DML3	CSH	Chorionic somatomammotropin hormone	1443	CSH2	NA	CSH2	1443	CSH2	HGNC:2441	CSH2	ENSG00000213218	CSH2	protein_coding	17	61949372	61951089	-	63872012	63873766	-
29496-20	SL010876	A6NH11	GLTD2	Glycolipid transfer protein domain-containing protein 2	388323	GLTPD2	A6NH11	GLTPD2	388323	GLTPD2	HGNC:33756	GLTPD2	ENSG00000182327	GLTPD2	protein_coding	17	4692254	4693884	+	4788964	4790589	+
29497-3	SL012696	Q8N6C8	LIRA3	Leukocyte immunoglobulin-like receptor subfamily A member 3	11026	LILRA3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2950-57	SL005171	P22692	IGFBP-4	Insulin-like growth factor-binding protein 4	3487	IGFBP4	P22692	IGFBP4	3487	IGFBP4	HGNC:5473	IGFBP4	ENSG00000141753	IGFBP4	protein_coding	17	38599676	38613982	+	40443450	40457725	+
29500-7	SL005872	P07498	Kappa-casein	Casein Kappa	1448	CSN3	P07498	CSN3	1448	CSN3	HGNC:2446	CSN3	ENSG00000171209	CSN3	protein_coding	4	71108333	71117145	+	70238382	70251474	+
29504-25	SL011204	P55145	ARMET	Mesencephalic astrocyte-derived neurotrophic factor	7873	MANF	P55145	MANF	7873	MANF	HGNC:15461	MANF	ENSG00000145050	MANF	protein_coding	3	51422692	51426828	+	51385291	51389397	+
29505-21	SL009338	P19835	CEL	Bile salt-activated lipase	1056	CEL	P19835	CEL	1056	CEL	HGNC:1848	CEL	ENSG00000170835	CEL	protein_coding	9	135937365	135947250	+	133061981	133071861	+
29509-11	SL017455	Q9H741	CL049	UPF0454 protein C12orf49	79794	SPRING1	Q9H741	SPRING1	79794	SPRING1	HGNC:26128	SPRING1	ENSG00000111412	SPRING1	protein_coding	12	117153596	117175843	-	116710171	116738070	-
29515-41	SL006928	P15502	Elastin	Tropoelastin	2006	ELN	P15502	ELN	2006	ELN	HGNC:3327	ELN	ENSG00000049540	ELN	protein_coding	7	73442427	73484236	+	74027789	74069907	+
2952-75	SL000047	P05019	IGF-I	Insulin-like growth factor I	3479	IGF1	P05019	IGF1	3479	IGF1	HGNC:5464	IGF1	ENSG00000017427	IGF1	protein_coding	12	102789645	102874378	-	102395874	102481744	-
29520-118	SL006351	P00739	HPTR	Haptoglobin-related protein	3250	HPR	P00739	HPR	3250	HPR	HGNC:5156	HPR	ENSG00000261701	HPR	protein_coding	16	72097125	72111145	+	72063148	72077246	+
29523-26	SL026129	Q3C1V8	BSH	Brain-specific homeobox protein homolog	390259	BSX	Q3C1V8	BSX	390259	BSX	HGNC:20450	BSX	ENSG00000188909	BSX	protein_coding	11	122848357	122852379	-	122977570	122981834	-
29524-14	SL008608	O14498	ISLR	Immunoglobulin superfamily containing leucine-rich repeat	3671	ISLR	O14498	ISLR	3671	ISLR	HGNC:6133	ISLR	ENSG00000129009	ISLR	protein_coding	15	74466087	74469212	+	74173710	74176872	+
29525-6	SL009436	Q6YFQ2	CX6B2	Cytochrome c oxidase subunit VIb isoform 2	125965	COX6B2	Q6YFQ2	COX6B2	125965	COX6B2	HGNC:24380	COX6B2	ENSG00000160471	COX6B2	protein_coding	19	55861070	55866463	-	55349306	55354719	-
29527-149	SL004356	Q8NHW4	LAG-1	C-C motif chemokine 4-like	388372	CCL4L1	NA	CCL4L2	9560	CCL4L2	HGNC:24066	CCL4L2	NA	CCL4L2	protein_coding	17	NA	NA	NA	36210924	36212878	+
2953-31	SL000506	P01215	Luteinizing hormone	Luteinizing hormone	3972	LHB	NA	CGA	1081	CGA	HGNC:1885	CGA	ENSG00000135346	CGA	protein_coding	6	87795216	87804865	-	87085498	87095106	-
2953-31	SL000506	P01229	Luteinizing hormone	Luteinizing hormone	3972	LHB	NA	LHB	3972	LHB	HGNC:6584	LHB	ENSG00000104826	LHB	protein_coding	19	49519237	49520347	-	49015980	49017091	-
29531-30	SL012485	Q07699	SCN1B	Sodium channel subunit beta-1	6324	SCN1B	Q07699	SCN1B	6324	SCN1B	HGNC:10586	SCN1B	ENSG00000105711	SCN1B	protein_coding	19	35521592	35531353	+	35030470	35040449	+
29532-1	SL026138	Q8IYP2	PRS58	Serine protease 58	136541	PRSS58	Q8IYP2	PRSS58	136541	PRSS58	HGNC:39125	PRSS58	ENSG00000258223	PRSS58	protein_coding	7	141951958	141957878	-	142252143	142258058	-
29534-9	SL007710	Q9NSA1	FGF21	Fibroblast growth factor 21	26291	FGF21	Q9NSA1	FGF21	26291	FGF21	HGNC:3678	FGF21	ENSG00000105550	FGF21	protein_coding	19	49258816	49261582	+	48755524	48758333	+
29537-38	SL018072	P01571	IFN17	Interferon alpha-17	3451	IFNA17	P01571	IFNA17	3451	IFNA17	HGNC:5422	IFNA17	ENSG00000234829	IFNA17	protein_coding	9	21227242	21228221	-	21227243	21228222	-
2954-56	SL000526	P22894	MMP-8	Neutrophil collagenase	4317	MMP8	P22894	MMP8	4317	MMP8	HGNC:7175	MMP8	ENSG00000118113	MMP8	protein_coding	11	102582526	102595685	-	102711796	102727050	-
29540-210	SL012806	Q9BQI4	CCDC3	Coiled-coil domain-containing protein 3	83643	CCDC3	Q9BQI4	CCDC3	83643	CCDC3	HGNC:23813	CCDC3	ENSG00000151468	CCDC3	protein_coding	10	12938625	13141713	-	12896625	13099652	-
29542-14	SL012700	Q8N9M1	CS047	Uncharacterized protein C19orf47	126526	C19orf47	Q8N9M1	C19orf47	126526	C19orf47	HGNC:26723	C19orf47	ENSG00000160392	C19orf47	protein_coding	19	40826967	40854434	-	40319536	40348527	-
29544-17	SL007811	P08572	CO4A2	Collagen alpha-2(IV) chain precursor	1284	COL4A2	P08572	COL4A2	1284	COL4A2	HGNC:2203	COL4A2	ENSG00000134871	COL4A2	protein_coding	13	110959631	111165373	+	110305812	110513209	+
29545-91	SL014900	Q02930	CREB5	Cyclic AMP-responsive element-binding protein 5	9586	CREB5	Q02930	CREB5	9586	CREB5	HGNC:16844	CREB5	ENSG00000146592	CREB5	protein_coding	7	28338940	28865511	+	28299321	28825894	+
29547-28	SL017417	Q6H9L7	ISM2	Isthmin-2	145501	ISM2	Q6H9L7	ISM2	145501	ISM2	HGNC:23176	ISM2	ENSG00000100593	ISM2	protein_coding	14	77940738	77965210	-	77474394	77498816	-
29550-60	SL008432	Q9UIV8	SPB13	Serpin B13	5275	SERPINB13	Q9UIV8	SERPINB13	5275	SERPINB13	HGNC:8944	SERPINB13	ENSG00000197641	SERPINB13	protein_coding	18	61254534	61266433	+	63586989	63604639	+
29553-27	SL012406	P04808	REL1	Prorelaxin H1	6013	RLN1	P04808	RLN1	6013	RLN1	HGNC:10026	RLN1	ENSG00000107018	RLN1	protein_coding	9	5334932	5339873	-	5334930	5339876	-
29554-64	SL012810	Q9BT56	SPXN	Spexin	80763	SPX	Q9BT56	SPX	80763	SPX	HGNC:28139	SPX	ENSG00000134548	SPX	protein_coding	12	21679256	21684210	+	21526296	21532947	+
29555-15	SL015991	P02745	C1QA	Complement C1q subcomponent subunit A	712	C1QA	P02745	C1QA	712	C1QA	HGNC:1241	C1QA	ENSG00000173372	C1QA	protein_coding	1	22963118	22966175	+	22635077	22644067	+
29556-110	SL009893	Q99645	Epiphycan	Epiphycan	1833	EPYC	Q99645	EPYC	1833	EPYC	HGNC:3053	EPYC	ENSG00000083782	EPYC	protein_coding	12	91357456	91398803	-	90963682	91005026	-
29557-69	SL008532	Q99574	NEUS	Neuroserpin	5274	SERPINI1	Q99574	SERPINI1	5274	SERPINI1	HGNC:8943	SERPINI1	ENSG00000163536	SERPINI1	protein_coding	3	167453432	167543357	+	167735243	167825569	+
29559-4	SL026134	P19622	HME2	Homeobox protein engrailed-2	2020	EN2	P19622	EN2	2020	EN2	HGNC:3343	EN2	ENSG00000164778	EN2	protein_coding	7	155250824	155257526	+	155458129	155464831	+
29561-50	SL008002	P02462	CO4A1	Collagen alpha-1(IV) chain	1282	COL4A1	P02462	COL4A1	1282	COL4A1	HGNC:2202	COL4A1	ENSG00000187498	COL4A1	protein_coding	13	110801310	110959496	-	110148963	110307202	-
29563-6	SL008672	P83110	HTRA3	Probable serine protease HTRA3	94031	HTRA3	P83110	HTRA3	94031	HTRA3	HGNC:30406	HTRA3	ENSG00000170801	HTRA3	protein_coding	4	8271489	8308838	+	8269754	8307098	+
29565-3	SL009345	P55259	GP2	Pancreatic secretory granule membrane major glycoprotein GP2	2813	GP2	P55259	GP2	2813	GP2	HGNC:4441	GP2	ENSG00000169347	GP2	protein_coding	16	20321811	20338835	-	20309574	20327808	-
29567-9	SL011231	Q16378	PROL4	Proline-rich protein 4	11272	PRR4	NA	PRR4	5554	PRH1	HGNC:18020	PRR4	NA	PRR4	protein_coding	12	11033560	11036874	-	10824960	11171608	-
29568-12	SL008848	Q7Z5L0	VMO1	Vitelline membrane outer layer protein 1 homolog	284013	VMO1	Q7Z5L0	VMO1	284013	VMO1	HGNC:30387	VMO1	ENSG00000182853	VMO1	protein_coding	17	4688580	4689729	-	4785285	4786433	-
29569-111	SL012492	Q13275	SEM3F	Semaphorin-3F	6405	SEMA3F	Q13275	SEMA3F	6405	SEMA3F	HGNC:10728	SEMA3F	ENSG00000001617	SEMA3F	protein_coding	3	50192848	50226508	+	50155045	50189075	+
29570-8	SL006928	P15502	Elastin	Tropoelastin	2006	ELN	P15502	ELN	2006	ELN	HGNC:3327	ELN	ENSG00000049540	ELN	protein_coding	7	73442427	73484236	+	74027789	74069907	+
29571-4	SL007612	Q99218	AMELY	Amelogenin, Y isoform	266	AMELY	Q99218	AMELY	266	AMELY	HGNC:462	AMELY	ENSG00000099721	AMELY	protein_coding	Y	6733959	6742068	-	6865918	6911752	-
29572-35	SL001868	P47710	CASA	alpha-S1-casein	1446	CSN1S1	P47710	CSN1S1	1446	CSN1S1	HGNC:2445	CSN1S1	ENSG00000126545	CSN1S1	protein_coding	4	70796799	70812288	+	69931068	69946574	+
29573-15	SL018011	A6NFZ4	FA24A	Protein FAM24A	118670	FAM24A	A6NFZ4	FAM24A	118670	FAM24A	HGNC:23470	FAM24A	ENSG00000203795	FAM24A	protein_coding	10	124670217	124672627	+	122910610	122913111	+
29575-81	SL012798	Q99217	AMELX	Amelogenin, X isoform	265	AMELX	Q99217	AMELX	265	AMELX	HGNC:461	AMELX	ENSG00000125363	AMELX	protein_coding	X	11311533	11318881	+	11293413	11300761	+
29576-176	SL012726	Q8TAG5	VTM2A	V-set and transmembrane domain-containing protein 2A	222008	VSTM2A	Q8TAG5	VSTM2A	222008	VSTM2A	HGNC:28499	VSTM2A	ENSG00000170419	VSTM2A	protein_coding	7	54610019	54636948	+	54542325	54571080	+
29577-11	SL007362	Q05707	COEA1	Collagen alpha-1(XIV) chain	7373	COL14A1	Q05707	COL14A1	7373	COL14A1	HGNC:2191	COL14A1	ENSG00000187955	COL14A1	protein_coding	8	121137347	121384273	+	120059780	120373573	+
29578-11	SL018811	Q8N2X6	CE055	Uncharacterized protein C5orf55	NA	EXOC3-AS1	P59074	CHMP4BP1	NA		HGNC:43616	CHMP4BP1	ENSG00000258469	CHMP4BP1	protein_coding	14	NA	NA	NA	NA	NA	NA
29582-68	SL009529	Q11206	SIA4C	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase	6484	ST3GAL4	Q11206	ST3GAL4	6484	ST3GAL4	HGNC:10864	ST3GAL4	ENSG00000110080	ST3GAL4	protein_coding	11	126225540	126310752	+	126355640	126440344	+
29586-129	SL015187	Q9BTL3	F103A	Protein FAM103A1	83640	RAMAC	Q9BTL3	RAMAC	83640	RAMAC	HGNC:31022	RAMAC	ENSG00000169612	RAMAC	protein_coding	15	83654955	83659809	+	82986210	82991057	+
29587-99	SL004061	O15018	PDZD2	PDZD2	23037	PDZD2	O15018	PDZD2	23037	PDZD2	HGNC:18486	PDZD2	ENSG00000133401	PDZD2	protein_coding	5	31639517	32111038	+	31639131	32110932	+
29588-56	SL020933	Q13232	NDK3	Nucleoside diphosphate kinase 3	4832	NME3	Q13232	NME3	4832	NME3	HGNC:7851	NME3	ENSG00000103024	NME3	protein_coding	16	1820321	1821710	-	1770320	1771561	-
29589-6	SL019058	Q6GTS8	P20D1	Probable carboxypeptidase PM20D1	148811	PM20D1	Q6GTS8	PM20D1	148811	PM20D1	HGNC:26518	PM20D1	ENSG00000162877	PM20D1	protein_coding	1	205797150	205819276	-	205828025	205850132	-
29593-160	SL010618	O15240	VGF	Neurosecretory protein VGF	7425	VGF	O15240	VGF	7425	VGF	HGNC:12684	VGF	ENSG00000128564	VGF	protein_coding	7	100805790	100808852	-	101162509	101165569	-
29596-10	SL010629	Q86TE4	Leucine zipper protein 2	Leucine zipper protein 2	338645	LUZP2	Q86TE4	LUZP2	338645	LUZP2	HGNC:23206	LUZP2	ENSG00000187398	LUZP2	protein_coding	11	24518516	25104186	+	24496970	25082638	+
29597-86	SL025160	B9A064	IGLL5	Immunoglobulin lambda-like polypeptide 5	100423062	IGLL5	B9A064	IGLL5	100423062	IGLL5	HGNC:38476	IGLL5	ENSG00000254709	IGLL5	protein_coding	22	23229960	23238013	+	22887780	22896111	+
29598-123	SL012428	P25067	CO8A2	Collagen alpha-2(VIII) chain	1296	COL8A2	P25067	COL8A2	1296	COL8A2	HGNC:2216	COL8A2	ENSG00000171812	COL8A2	protein_coding	1	36560844	36565850	-	36095239	36125222	-
2960-66	SL003192	P27918	Properdin	Properdin	5199	CFP	P27918	CFP	5199	CFP	HGNC:8864	CFP	ENSG00000126759	CFP	protein_coding	X	47483612	47489704	-	47575128	47630305	-
29606-71	SL012526	P0DP73	DB130	Beta-defensin 130	100133267	DEFB130B	NA	DEFB130B	245940	DEFB130A	HGNC:39814	DEFB130B	ENSG00000233050	DEFB130B	protein_coding	8	11921898	12175825	-	12310962	12318316	-
29606-71	SL012526	P0DP74	DB130	Beta-defensin 130	100133267	DEFB130B	NA	DEFB130A	245940	DEFB130A	HGNC:18107	DEFB130A	ENSG00000232948	DEFB130A	protein_coding	8	11921898	12175825	-	12310962	12318316	-
29607-52	SL026133	Q9H7Y0	DIK2B	Divergent protein kinase domain 2B	79742	DIPK2B	Q9H7Y0	DIPK2B	79742	DIPK2B	HGNC:25866	DIPK2B	ENSG00000147113	DIPK2B	protein_coding	X	45007618	45060146	-	45148373	45200901	-
29608-69	SL026139	Q9Y3T6	R3HC1	R3H and coiled-coil domain-containing protein 1	203069	R3HCC1	Q9Y3T6	R3HCC1	203069	R3HCC1	HGNC:27329	R3HCC1	ENSG00000104679	R3HCC1	protein_coding	8	23145612	23153792	+	23270120	23296279	+
29609-24	SL026136	P0CJ68	HMN1	Humanin-like 1	100462977	MTRNR2L1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2961-1	SL000048	P04070	Protein C	Vitamin K-dependent protein C	5624	PROC	P04070	PROC	5624	PROC	HGNC:9451	PROC	ENSG00000115718	PROC	protein_coding	2	128175996	128186822	+	127418427	127429242	+
29612-34	SL014693	P09093	ELA3A	Elastase-3A	10136	CELA3A	P09093	CELA3A	10136	CELA3A	HGNC:15944	CELA3A	ENSG00000142789	CELA3A	protein_coding	1	22328149	22339035	+	21983606	22030617	+
29614-45	SL008950	Q8NCC3	LYPA3	1-O-acylceramide synthase	23659	PLA2G15	Q8NCC3	PLA2G15	23659	PLA2G15	HGNC:17163	PLA2G15	ENSG00000103066	PLA2G15	protein_coding	16	68279247	68294961	+	68245304	68261058	+
29615-1	SL007928	P02746	C1QB	Complement C1q subcomponent subunit B	713	C1QB	D6R934	C1QB	NA	C1QB	HGNC:1242	C1QB	NA	C1QB	protein_coding	1	22979682	22988029	+	22652762	22661637	+
29617-60	SL012389	O95084	PRS23	Serine protease 23	11098	PRSS23	O95084	PRSS23	11098	PRSS23	HGNC:14370	PRSS23	ENSG00000150687	PRSS23	protein_coding	11	86511491	86663830	+	86791059	86952910	+
2962-50	SL002561	P12272	PTHrP	Parathyroid hormone-related protein	5744	PTHLH	P12272	PTHLH	5744	PTHLH	HGNC:9607	PTHLH	ENSG00000087494	PTHLH	protein_coding	12	28111017	28124916	-	27958084	27972733	-
29621-17	SL012792	Q96S16	JMJD8	JmjC domain-containing protein 8	339123	JMJD8	Q96S16	JMJD8	339123	JMJD8	HGNC:14148	JMJD8	ENSG00000161999	JMJD8	protein_coding	16	731667	734439	-	681670	684528	-
29623-16	SL018815	Q0P5P2	CQ067	Uncharacterized protein C17orf67	339210	C17orf67	Q0P5P2	C17orf67	339210	C17orf67	HGNC:27900	C17orf67	ENSG00000214226	C17orf67	protein_coding	17	54869274	54911256	-	56791913	56838773	-
29624-41	SL026131	Q9H8G2	CAAP1	Caspase activity and apoptosis inhibitor 1	79886	CAAP1	Q9H8G2	CAAP1	79886	CAAP1	HGNC:25834	CAAP1	ENSG00000120159	CAAP1	protein_coding	9	26840683	26892826	-	26840685	26892803	-
29625-27	SL017417	Q6H9L7	ISM2	Isthmin-2	145501	ISM2	Q6H9L7	ISM2	145501	ISM2	HGNC:23176	ISM2	ENSG00000100593	ISM2	protein_coding	14	77940738	77965210	-	77474394	77498816	-
29645-7	SL007637	Q9BXK5	B2L13	Bcl-2-like 13 protein	23786	BCL2L13	Q9BXK5	BCL2L13	23786	BCL2L13	HGNC:17164	BCL2L13	ENSG00000099968	BCL2L13	protein_coding	22	18111682	18213621	+	17628855	17730855	+
29647-58	SL024756	Q9Y2S7	PDIP2	Polymerase delta-interacting protein 2	26073	POLDIP2	Q9Y2S7	POLDIP2	26073	POLDIP2	HGNC:23781	POLDIP2	ENSG00000004142	POLDIP2	protein_coding	17	26673659	26684603	-	28346633	28357527	-
29649-38	SL026190	Q9BT40	INP5K	Inositol polyphosphate 5-phosphatase K	51763	INPP5K	Q9BT40	INPP5K	51763	INPP5K	HGNC:33882	INPP5K	ENSG00000132376	INPP5K	protein_coding	17	1397871	1420182	-	1494577	1516742	-
29655-21	SL026193	Q9BWQ8	LFG2	Protein lifeguard 2	23017	FAIM2	Q9BWQ8	FAIM2	23017	FAIM2	HGNC:17067	FAIM2	ENSG00000135472	FAIM2	protein_coding	12	50260679	50297760	-	49866896	49904217	-
29658-9	SL011097	O15127	SCAM2	Secretory carrier-associated membrane protein 2	10066	SCAMP2	O15127	SCAMP2	10066	SCAMP2	HGNC:10564	SCAMP2	ENSG00000140497	SCAMP2	protein_coding	15	75136073	75165670	-	74843730	74873365	-
2966-65	SL004362	Q9Y240	SCGF-beta	Stem cell growth factor-beta	6320	CLEC11A	Q9Y240	CLEC11A	6320	CLEC11A	HGNC:10576	CLEC11A	ENSG00000105472	CLEC11A	protein_coding	19	51226605	51228981	+	50723364	50725708	+
29660-153	SL004996	P50213	ICDH	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	3419	IDH3A	P50213	IDH3A	3419	IDH3A	HGNC:5384	IDH3A	ENSG00000166411	IDH3A	protein_coding	15	78441719	78462884	+	78131498	78171945	+
29661-221	SL026294	Q96BT3	CENPT	Centromere protein T	80152	CENPT	Q96BT3	CENPT	80152	CENPT	HGNC:25787	CENPT	ENSG00000102901	CENPT	protein_coding	16	67862060	67881361	-	67828157	67847811	-
29662-5	SL014610	O43172	PRP4	U4/U6 small nuclear ribonucleoprotein Prp4	9128	PRPF4	O43172	PRPF4	9128	PRPF4	HGNC:17349	PRPF4	ENSG00000136875	PRPF4	protein_coding	9	116037914	116055185	+	113275642	113294009	+
2967-8	SL001720	P19320	VCAM-1	Vascular cell adhesion protein 1	7412	VCAM1	P19320	VCAM1	7412	VCAM1	HGNC:12663	VCAM1	ENSG00000162692	VCAM1	protein_coding	1	101185196	101204601	+	100719742	100739045	+
2968-61	SL004686	O95150	TNFSF15	Tumor necrosis factor ligand superfamily member 15	9966	TNFSF15	O95150	TNFSF15	9966	TNFSF15	HGNC:11931	TNFSF15	ENSG00000181634	TNFSF15	protein_coding	9	117546915	117568408	-	114784652	114806039	-
29680-12	SL004272	P02686	MBP	Myelin basic protein	4155	MBP	P02686	MBP	4155	MBP	HGNC:6925	MBP	ENSG00000197971	MBP	protein_coding	18	74690789	74844774	-	76978827	77133683	-
