UNIPROT	Target	TargetFullName	uniprot_gn_id	uniprot_gn_symbol	entrezgene_id	entrezgene_accession	hgnc_id	hgnc_symbol	ensembl_gene_id	external_gene_name	gene_biotype	CHR	START_hg19	END_hg19	strand_hg19	START_hg38	END_hg38	strand_hg38
Q86WS4	C12orf40	Uncharacterized protein C12orf40	NA	REDIC1	283461	REDIC1	HGNC:26846	REDIC1	ENSG00000180116	REDIC1	protein_coding	12	40019972	40302102	+	39626167	39908300	+
Q86WT6	TRIM69	E3 ubiquitin-protein ligase TRIM69	Q86WT6	TRIM69	140691	TRIM69	HGNC:17857	TRIM69	ENSG00000185880	TRIM69	protein_coding	15	45021219	45060025	+	44728988	44767829	+
Q86WV1	SKAP1	Src kinase-associated phosphoprotein 1	Q86WV1	SKAP1	8631	SKAP1	HGNC:15605	SKAP1	ENSG00000141293	SKAP1	protein_coding	17	46210802	46507594	-	48133442	48430275	-
Q86WZ0	HEATR4	HEAT repeat-containing protein 4	Q86WZ0	HEATR4	399671	HEATR4	HGNC:16761	HEATR4	ENSG00000187105	HEATR4	protein_coding	14	73945189	74025651	-	73478484	73634436	-
Q86X02	CDR2L	Cerebellar degeneration-related protein 2-like	Q86X02	CDR2L	30850	CDR2L	HGNC:29999	CDR2L	ENSG00000109089	CDR2L	protein_coding	17	72983727	73001892	+	74987632	75005800	+
Q86X27	RALGPS2	Ras-specific guanine nucleotide-releasing factor RalGPS2	Q86X27	RALGPS2	55103	RALGPS2	HGNC:30279	RALGPS2	ENSG00000116191	RALGPS2	protein_coding	1	178694300	178889237	+	178725165	178921842	+
Q86X45	DNAAF11	Dynein axonemal assembly factor 11	Q86X45	DNAAF11	23639	DNAAF11	HGNC:16725	DNAAF11	ENSG00000129295	DNAAF11	protein_coding	8	133584201	133687863	-	132570416	132727986	-
Q86X53	ERICH1	Glutamate-rich protein 1	Q86X53	ERICH1	157697	ERICH1	HGNC:27234	ERICH1	ENSG00000104714	ERICH1	protein_coding	8	614200	681226	-	614746	738106	-
Q86X76	NIT1	Deaminated glutathione amidase	Q86X76	NIT1	4817	NIT1	HGNC:7828	NIT1	ENSG00000158793	NIT1	protein_coding	1	161087862	161095235	+	161118086	161125445	+
Q86X83	COMMD2	COMM domain-containing protein 2	Q86X83	COMMD2	51122	COMMD2	HGNC:24993	COMMD2	ENSG00000114744	COMMD2	protein_coding	3	149456257	149470286	-	149738472	149752495	-
Q86XD5	FAM131B	Protein FAM131B	Q86XD5	FAM131B	9715	FAM131B	HGNC:22202	FAM131B	ENSG00000159784	FAM131B	protein_coding	7	143050493	143059840	-	143353400	143362770	-
Q86XD8	ZFAND4	AN1-type zinc finger protein 4	Q86XD8	ZFAND4	93550	ZFAND4	HGNC:23504	ZFAND4	ENSG00000172671	ZFAND4	protein_coding	10	46111039	46168251	-	45615500	45672780	-
Q86XH1	IQCA1	Dynein regulatory complex protein 11	Q86XH1	IQCA1	79781	IQCA1	HGNC:26195	IQCA1	ENSG00000132321	IQCA1	protein_coding	2	237232790	237416178	-	236324147	236507535	-
Q86XI6	PPP1R3B	Protein phosphatase 1 regulatory subunit 3B	Q86XI6	PPP1R3B	79660	PPP1R3B	HGNC:14942	PPP1R3B	ENSG00000173281	PPP1R3B	protein_coding	8	8993764	9009152	-	9136255	9151574	-
Q86XJ1	GAS2L3	GAS2-like protein 3	Q86XJ1	GAS2L3	283431	GAS2L3	HGNC:27475	GAS2L3	ENSG00000139354	GAS2L3	protein_coding	12	100967489	101018685	+	100573683	100628288	+
Q86XN8	MEX3D	RNA-binding protein MEX3D	Q86XN8	MEX3D	399664	MEX3D	HGNC:16734	MEX3D	ENSG00000181588	MEX3D	protein_coding	19	1554668	1568057	-	1554672	1568325	-
Q86XP0	PLA2G4D	Cytosolic phospholipase A2 delta	Q86XP0	PLA2G4D	283748	PLA2G4D	HGNC:30038	PLA2G4D	ENSG00000159337	PLA2G4D	protein_coding	15	42359881	42386752	-	42067009	42094562	-
Q86XP1	DGKH	Diacylglycerol kinase eta	Q86XP1	DGKH	160851	DGKH	HGNC:2854	DGKH	ENSG00000102780	DGKH	protein_coding	13	42614172	42830716	+	42040036	42256578	+
Q86XS5	ANGPTL5	Angiopoietin-related protein 5	Q86XS5	ANGPTL5	253935	ANGPTL5	HGNC:19705	ANGPTL5	ENSG00000187151	ANGPTL5	protein_coding	11	101761405	101787253	-	101890674	101916522	-
Q86XZ4	SPATS2	Spermatogenesis-associated serine-rich protein 2	Q86XZ4	SPATS2	65244	SPATS2	HGNC:18650	SPATS2	ENSG00000123352	SPATS2	protein_coding	12	49760688	49921207	+	49366584	49527425	+
Q86Y13	DZIP3	E3 ubiquitin-protein ligase DZIP3	Q86Y13	DZIP3	9666	DZIP3	HGNC:30938	DZIP3	ENSG00000198919	DZIP3	protein_coding	3	108308337	108413693	+	108589705	108694840	+
Q86Y22	COL23A1	Collagen alpha-1(XXIII) chain	Q86Y22	COL23A1	91522	COL23A1	HGNC:22990	COL23A1	ENSG00000050767	COL23A1	protein_coding	5	177664617	178017556	-	178237476	178590393	-
Q86Y26	NUTM1	NUT family member 1	Q86Y26	NUTM1	256646	NUTM1	HGNC:29919	NUTM1	ENSG00000184507	NUTM1	protein_coding	15	34635516	34649931	+	34343315	34357737	+
Q86Y34	ADGRG3	Adhesion G protein-coupled receptor G3	Q86Y34	ADGRG3	222487	ADGRG3	HGNC:13728	ADGRG3	ENSG00000182885	ADGRG3	protein_coding	16	57702157	57723290	+	57668277	57689378	+
Q86Y82	STX12	Syntaxin-12	Q86Y82	STX12	23673	STX12	HGNC:11430	STX12	ENSG00000117758	STX12	protein_coding	1	28099694	28150963	+	27773219	27824443	+
Q86YD3	TMEM25	Transmembrane protein 25	Q86YD3	TMEM25	84866	TMEM25	HGNC:25890	TMEM25	ENSG00000149582	TMEM25	protein_coding	11	118401803	118417313	+	118531041	118547280	+
Q86YM7	HOMER1	Homer protein homolog 1	Q86YM7	HOMER1	9456	HOMER1	HGNC:17512	HOMER1	ENSG00000152413	HOMER1	protein_coding	5	78669647	78809659	-	79372636	79514134	-
Q86YR7	MCF2L2	Probable guanine nucleotide exchange factor MCF2L2	Q86YR7	MCF2L2	23101	MCF2L2	HGNC:30319	MCF2L2	ENSG00000053524	MCF2L2	protein_coding	3	182895831	183145855	-	183178041	183428778	-
Q86YW5	TREML1	Trem-like transcript 1 protein	Q86YW5	TREML1	340205	TREML1	HGNC:20434	TREML1	ENSG00000161911	TREML1	protein_coding	6	41116999	41122087	-	41149337	41154347	-
Q86Z14	KLB	Beta-klotho	Q86Z14	KLB	152831	KLB	HGNC:15527	KLB	ENSG00000134962	KLB	protein_coding	4	39408473	39453153	+	39406930	39451533	+
Q86Z20	CCDC125	Coiled-coil domain-containing protein 125	Q86Z20	CCDC125	202243	CCDC125	HGNC:28924	CCDC125	ENSG00000183323	CCDC125	protein_coding	5	68576519	68628620	-	69280175	69332809	-
Q8IU54	IFNL1	Interferon lambda-1	Q8IU54	IFNL1	282618	IFNL1	HGNC:18363	IFNL1	ENSG00000182393	IFNL1	protein_coding	19	39786965	39789312	+	39296407	39298673	+
Q8IU57	IFNLR1	Interferon lambda receptor 1	Q8IU57	IFNLR1	163702	IFNLR1	HGNC:18584	IFNLR1	ENSG00000185436	IFNLR1	protein_coding	1	24480647	24513765	-	24154168	24187959	-
Q8IU60	DCP2	m7GpppN-mRNA hydrolase	Q8IU60	DCP2	167227	DCP2	HGNC:24452	DCP2	ENSG00000172795	DCP2	protein_coding	5	112312407	112357892	+	112976702	113022195	+
Q8IUB2	WFDC3	WAP four-disulfide core domain protein 3	Q8IUB2	WFDC3	140686	WFDC3	HGNC:15957	WFDC3	ENSG00000124116	WFDC3	protein_coding	20	44402847	44420547	-	45747944	45791932	-
Q8IUD6	RNF135	E3 ubiquitin-protein ligase RNF135	Q8IUD6	RNF135	84282	RNF135	HGNC:21158	RNF135	ENSG00000181481	RNF135	protein_coding	17	29297956	29326929	+	30970984	30999911	+
Q8IUF1	ZNG1B	Zinc-regulated GTPase metalloprotein activator 1B	Q8IUF1	ZNG1B	150472	ZNG1B	HGNC:17907	ZNG1B	ENSG00000136682	ZNG1B	protein_coding	2	114195268	114253781	+	113437691	113496204	+
Q8IUG5	MYO18B	Unconventional myosin-XVIIIb	Q8IUG5	MYO18B	84700	MYO18B	HGNC:18150	MYO18B	ENSG00000133454	MYO18B	protein_coding	22	26138120	26427007	+	25742144	26031045	+
Q8IUH2	CREG2	Protein CREG2	Q8IUH2	CREG2	200407	CREG2	HGNC:14272	CREG2	ENSG00000175874	CREG2	protein_coding	2	101964816	102003965	-	101345550	101387503	-
Q8IUK5	PLXDC1	Plexin domain-containing protein 1	Q8IUK5	PLXDC1	57125	PLXDC1	HGNC:20945	PLXDC1	ENSG00000161381	PLXDC1	protein_coding	17	37219556	37309485	-	39063313	39154394	-
Q8IUK8	CBLN2	Cerebellin-2	Q8IUK8	CBLN2	147381	CBLN2	HGNC:1544	CBLN2	ENSG00000141668	CBLN2	protein_coding	18	70203915	70211723	-	72536680	72638521	-
Q8IUN9	CLEC10A	C-type lectin domain family 10 member A	Q8IUN9	CLEC10A	10462	CLEC10A	HGNC:16916	CLEC10A	ENSG00000132514	CLEC10A	protein_coding	17	6977856	6983600	-	7074537	7080307	-
Q8IUW3	SPATA2L	Spermatogenesis-associated protein 2-like protein	Q8IUW3	SPATA2L	124044	SPATA2L	HGNC:28393	SPATA2L	ENSG00000158792	SPATA2L	protein_coding	16	89762765	89768121	-	89696357	89701705	-
Q8IUX7	AEBP1	Adipocyte enhancer-binding protein 1	Q8IUX7	AEBP1	165	AEBP1	HGNC:303	AEBP1	ENSG00000106624	AEBP1	protein_coding	7	44143960	44154164	+	44104345	44114562	+
Q8IUX8	EGFL6	Epidermal growth factor-like protein 6	Q8IUX8	EGFL6	25975	EGFL6	HGNC:3235	EGFL6	ENSG00000198759	EGFL6	protein_coding	X	13587694	13651694	+	13569601	13633575	+
Q8IUZ0	LRRC49	Leucine-rich repeat-containing protein 49	Q8IUZ0	LRRC49	54839	LRRC49	HGNC:25965	LRRC49	ENSG00000137821	LRRC49	protein_coding	15	71145618	71342436	+	70853239	71053658	+
Q8IUZ5	PHYKPL	5-phosphohydroxy-L-lysine phospho-lyase	Q8IUZ5	PHYKPL	85007	PHYKPL	HGNC:28249	PHYKPL	ENSG00000175309	PHYKPL	protein_coding	5	177635540	177659803	-	178208471	178232802	-
Q8IV16	GPIHBP1	Glycosylphosphatidylinositol-anchored high density lipoprotein-binding protein 1	Q8IV16	GPIHBP1	338328	GPIHBP1	HGNC:24945	GPIHBP1	ENSG00000277494	GPIHBP1	protein_coding	8	144295068	144299044	+	143213218	143217170	+
Q8IV36	HID1	Protein HID1	Q8IV36	HID1	283987	HID1	HGNC:15736	HID1	ENSG00000167861	HID1	protein_coding	17	72946839	72968900	-	74950742	74973166	-
Q8IV38	ANKMY2	Ankyrin repeat and MYND domain-containing protein 2	Q8IV38	ANKMY2	57037	ANKMY2	HGNC:25370	ANKMY2	ENSG00000106524	ANKMY2	protein_coding	7	16639401	16685442	-	16599779	16645817	-
Q8IV48	ERI1	3'-5' exoribonuclease 1	Q8IV48	ERI1	90459	ERI1	HGNC:23994	ERI1	ENSG00000104626	ERI1	protein_coding	8	8860314	8890849	+	9002844	9116746	+
Q8IV56	PRR15	Proline-rich protein 15	Q8IV56	PRR15	222171	PRR15	HGNC:22310	PRR15	ENSG00000176532	PRR15	protein_coding	7	29603427	29606911	+	29563835	29567293	+
Q8IV63	VRK3	Inactive serine/threonine-protein kinase VRK3	Q8IV63	VRK3	51231	VRK3	HGNC:18996	VRK3	ENSG00000105053	VRK3	protein_coding	19	50479724	50528805	-	49976468	50025946	-
Q8IV76	PASD1	Circadian clock protein PASD1	Q8IV76	PASD1	139135	PASD1	HGNC:20686	PASD1	ENSG00000166049	PASD1	protein_coding	X	150732007	150845211	+	151563675	151676739	+
Q8IVD9	NUDCD3	NudC domain-containing protein 3	Q8IVD9	NUDCD3	23386	NUDCD3	HGNC:22208	NUDCD3	ENSG00000015676	NUDCD3	protein_coding	7	44421965	44530385	-	44379119	44490658	-
Q8IVE0	CROCCP3	Putative ciliary rootlet coiled-coil protein-like 2 protein	NA	NA	NA	NA	NA	NA	ENSG00000080947	NA	NA	1	NA	NA	NA	NA	NA	NA
Q8IVE3	PLEKHH2	Pleckstrin homology domain-containing family H member 2	Q8IVE3	PLEKHH2	130271	PLEKHH2	HGNC:30506	PLEKHH2	ENSG00000152527	PLEKHH2	protein_coding	2	43864439	43995126	+	43637260	43767987	+
Q8IVF2	AHNAK2	Protein AHNAK2	Q8IVF2	AHNAK2	113146	AHNAK2	HGNC:20125	AHNAK2	ENSG00000185567	AHNAK2	protein_coding	14	105403591	105444694	-	104937244	104978374	-
Q8IVF4	DNAH10	Dynein axonemal heavy chain 10	Q8IVF4	DNAH10	196385	DNAH10	HGNC:2941	DNAH10	ENSG00000197653	DNAH10	protein_coding	12	124247042	124420267	+	123762188	123935720	+
Q8IVF7	FMNL3	Formin-like protein 3	F8W1F5	FMNL3	91010	FMNL3	HGNC:23698	NA	NA	FMNL3	protein_coding	12	50031724	50101197	-	49636499	49708165	-
Q8IVG5	SAMD9L	Sterile alpha motif domain-containing protein 9-like	Q8IVG5	SAMD9L	219285	SAMD9L	HGNC:1349	SAMD9L	ENSG00000177409	SAMD9L	protein_coding	7	92759368	92777680	-	93130056	93148385	-
Q8IVH2	FOXP4	Forkhead box protein P4	Q8IVH2	FOXP4	116113	FOXP4	HGNC:20842	FOXP4	ENSG00000137166	FOXP4	protein_coding	6	41514164	41570122	+	41546381	41602384	+
Q8IVL1	NAV2	Neuron navigator 2	Q8IVL1	NAV2	89797	NAV2	HGNC:15997	NAV2	ENSG00000166833	NAV2	protein_coding	11	19372271	20143147	+	19350724	20121601	+
Q8IVL6	P3H3	Prolyl 3-hydroxylase 3	Q8IVL6	P3H3	10536	P3H3	HGNC:19318	P3H3	ENSG00000110811	P3H3	protein_coding	12	6937572	6949018	+	6828407	6839847	+
Q8IVM0	CCDC50	Coiled-coil domain-containing protein 50	Q8IVM0	CCDC50	152137	CCDC50	HGNC:18111	CCDC50	ENSG00000152492	CCDC50	protein_coding	3	191046874	191116459	+	191329085	191398659	+
Q8IVN8	SBSPON	Somatomedin-B and thrombospondin type-1 domain-containing protein	Q8IVN8	SBSPON	157869	SBSPON	HGNC:30362	SBSPON	ENSG00000164764	SBSPON	protein_coding	8	73976778	74005507	-	73064543	73124088	-
Q8IVS2	MCAT	Malonyl-CoA-acyl carrier protein transacylase, mitochondrial	Q8IVS2	MCAT	27349	MCAT	HGNC:29622	MCAT	ENSG00000100294	MCAT	protein_coding	22	43528212	43539403	-	43132209	43143398	-
Q8IVT2	MISP	Mitotic interactor and substrate of PLK1	Q8IVT2	MISP	126353	MISP	HGNC:27000	MISP	ENSG00000099812	MISP	protein_coding	19	751146	764318	+	751112	764318	+
Q8IVU1	IGDCC3	Immunoglobulin superfamily DCC subclass member 3	Q8IVU1	IGDCC3	9543	IGDCC3	HGNC:9700	IGDCC3	ENSG00000174498	IGDCC3	protein_coding	15	65619465	65670378	-	65327127	65378002	-
Q8IVW4	CDKL3	Cyclin-dependent kinase-like 3	Q8IVW4	CDKL3	51265	CDKL3	HGNC:15483	CDKL3	ENSG00000006837	CDKL3	protein_coding	5	133541305	133706735	-	134205614	134371047	-
Q8IW00	VSTM4	V-set and transmembrane domain-containing protein 4	Q8IW00	VSTM4	196740	VSTM4	HGNC:26470	VSTM4	ENSG00000165633	VSTM4	protein_coding	10	50222333	50323559	-	49014236	49115522	-
Q8IW19	APLF	Aprataxin and PNK-like factor	Q8IW19	APLF	200558	APLF	HGNC:28724	APLF	ENSG00000169621	APLF	protein_coding	2	68694691	68857856	+	68467572	68630724	+
Q8IW35	CEP97	Centrosomal protein of 97 kDa	Q8IW35	CEP97	79598	CEP97	HGNC:26244	CEP97	ENSG00000182504	CEP97	protein_coding	3	101443494	101486181	+	101724534	101770562	+
Q8IW75	SERPINA12	Serpin A12	Q8IW75	SERPINA12	145264	SERPINA12	HGNC:18359	SERPINA12	ENSG00000165953	SERPINA12	protein_coding	14	94953620	94984181	-	94487274	94517844	-
Q8IW93	ARHGEF19	Rho guanine nucleotide exchange factor 19	Q8IW93	ARHGEF19	128272	ARHGEF19	HGNC:26604	ARHGEF19	ENSG00000142632	ARHGEF19	protein_coding	1	16524599	16539104	-	16197854	16212652	-
Q8IWB1	ITPRIP	Inositol 1,4,5-trisphosphate receptor-interacting protein	Q8IWB1	ITPRIP	85450	ITPRIP	HGNC:29370	ITPRIP	ENSG00000148841	ITPRIP	protein_coding	10	106069454	106098251	-	104309698	104338465	-
Q8IWD4	CCDC117	Coiled-coil domain-containing protein 117	Q8IWD4	CCDC117	150275	CCDC117	HGNC:26599	CCDC117	ENSG00000159873	CCDC117	protein_coding	22	29168662	29185283	+	28772674	28789301	+
Q8IWE2	FAM114A1	Protein NOXP20	Q8IWE2	FAM114A1	92689	FAM114A1	HGNC:25087	FAM114A1	ENSG00000197712	FAM114A1	protein_coding	4	38869354	38947365	+	38867677	38945739	+
Q8IWI9	MGA	MAX gene-associated protein	Q8IWI9	MGA	23269	MGA	HGNC:14010	MGA	ENSG00000174197	MGA	protein_coding	15	41913764	42062141	+	41621134	41773081	+
Q8IWL1	SFTPA2	Pulmonary surfactant-associated protein A2	Q8IWL1	SFTPA2	729238	SFTPA2	HGNC:10799	SFTPA2	ENSG00000185303	SFTPA2	protein_coding	10	81315608	81320163	-	79555852	79560407	-
Q8IWP9	CCDC28A	Coiled-coil domain-containing protein 28A	B4DUJ5	CCDC28A	25901	CCDC28A	HGNC:21098	NA	NA	CCDC28A	protein_coding	6	139094657	139114456	+	138773769	138793319	+
Q8IWQ3	BRSK2	Serine/threonine-protein kinase BRSK2	Q8IWQ3	BRSK2	9024	BRSK2	HGNC:11405	BRSK2	ENSG00000174672	BRSK2	protein_coding	11	1411129	1483919	+	1389899	1462689	+
Q8IWT1	SCN4B	Sodium channel subunit beta-4	Q8IWT1	SCN4B	6330	SCN4B	HGNC:10592	SCN4B	ENSG00000177098	SCN4B	protein_coding	11	118004092	118023630	-	118133377	118152888	-
Q8IWU5	SULF2	Extracellular sulfatase Sulf-2	Q8IWU5	SULF2	55959	SULF2	HGNC:20392	SULF2	ENSG00000196562	SULF2	protein_coding	20	46286150	46415360	-	47656197	47786616	-
Q8IWV2	CNTN4	Contactin-4	Q8IWV2	CNTN4	152330	CNTN4	HGNC:2174	CNTN4	ENSG00000144619	CNTN4	protein_coding	3	2140550	3099645	+	2098813	3057959	+
Q8IWV7	UBR1	E3 ubiquitin-protein ligase UBR1	Q8IWV7	UBR1	197131	UBR1	HGNC:16808	UBR1	ENSG00000159459	UBR1	protein_coding	15	43235098	43398286	-	42942897	43106113	-
Q8IWV8	UBR2	E3 ubiquitin-protein ligase UBR2	Q8IWV8	UBR2	23304	UBR2	HGNC:21289	UBR2	ENSG00000024048	UBR2	protein_coding	6	42531760	42661243	+	42564029	42693505	+
Q8IWW6	ARHGAP12	Rho GTPase-activating protein 12	Q8IWW6	ARHGAP12	94134	ARHGAP12	HGNC:16348	ARHGAP12	ENSG00000165322	ARHGAP12	protein_coding	10	32094326	32217804	-	31805398	31928876	-
Q8IWY9	CDAN1	Codanin-1	Q8IWY9	CDAN1	146059	CDAN1	HGNC:1713	CDAN1	ENSG00000140326	CDAN1	protein_coding	15	43015760	43029417	-	42723544	42737128	-
Q8IWZ8	SUGP1	SURP and G-patch domain-containing protein 1	Q8IWZ8	SUGP1	57794	SUGP1	HGNC:18643	SUGP1	ENSG00000105705	SUGP1	protein_coding	19	19387322	19431321	-	19276018	19320509	-
Q8IX03	WWC1	Protein KIBRA	Q8IX03	WWC1	23286	WWC1	HGNC:29435	WWC1	ENSG00000113645	WWC1	protein_coding	5	167719065	167899308	+	168291645	168472303	+
Q8IX05	CD302	CD302 antigen	Q8IX05	CD302	9936	CD302	HGNC:30843	CD302	ENSG00000241399	CD302	protein_coding	2	160625139	160654766	-	159768628	159798255	-
Q8IX12	CCAR1	Cell division cycle and apoptosis regulator protein 1	Q8IX12	CCAR1	55749	CCAR1	HGNC:24236	CCAR1	ENSG00000060339	CCAR1	protein_coding	10	70480971	70551309	+	68721012	68792377	+
Q8IX19	MCEMP1	Mast cell-expressed membrane protein 1	M0R0S5	MCEMP1	199675	MCEMP1	HGNC:27291	NA	NA	MCEMP1	protein_coding	19	7741943	7744719	+	7677088	7679829	+
Q8IX29	FBXO16	F-box only protein 16	Q8IX29	FBXO16	157574	FBXO16	HGNC:13618	FBXO16	ENSG00000214050	FBXO16	protein_coding	8	28285926	28347835	-	28428408	28490278	-
Q8IX30	SCUBE3	Signal peptide, CUB and EGF-like domain-containing protein 3	Q8IX30	SCUBE3	222663	SCUBE3	HGNC:13655	SCUBE3	ENSG00000146197	SCUBE3	protein_coding	6	35182190	35218609	+	35213956	35253079	+
Q8IX95	CTAGE3P	Putative cTAGE family member 3	NA	NA	NA	NA	NA	NA	ENSG00000232872	NA	NA	13	NA	NA	NA	NA	NA	NA
Q8IXB1	DNAJC10	DnaJ homolog subfamily C member 10	Q8IXB1	DNAJC10	54431	DNAJC10	HGNC:24637	DNAJC10	ENSG00000077232	DNAJC10	protein_coding	2	183580768	183644750	+	182716255	182794464	+
Q8IXH6	TP53INP2	Tumor protein p53-inducible nuclear protein 2	Q8IXH6	TP53INP2	58476	TP53INP2	HGNC:16104	TP53INP2	ENSG00000078804	TP53INP2	protein_coding	20	33292148	33301237	+	34704339	34713439	+
Q8IXH7	NELFCD	Negative elongation factor C/D	H0UI80	NELFCD	51497	NELFCD	HGNC:15934	NA	NA	NELFCD	protein_coding	20	57556263	57570188	+	58981208	58995133	+
Q8IXJ6	SIRT2	NAD-dependent protein deacetylase sirtuin-2	Q8IXJ6	SIRT2	22933	SIRT2	HGNC:10886	SIRT2	ENSG00000068903	SIRT2	protein_coding	19	39369195	39390502	-	38878555	38899862	-
Q8IXK0	PHC2	Polyhomeotic-like protein 2	Q8IXK0	PHC2	1912	PHC2	HGNC:3183	PHC2	ENSG00000134686	PHC2	protein_coding	1	33789224	33896615	-	33323623	33431095	-
Q8IXM2	BAP18	Chromatin complexes subunit BAP18	NA	BACC1	124944	BACC1	HGNC:28737	BACC1	ENSG00000258315	BACC1	protein_coding	17	NA	NA	NA	7014782	7017520	+
Q8IXQ3	C9orf40	Uncharacterized protein C9orf40	Q8IXQ3	C9orf40	55071	C9orf40	HGNC:23433	C9orf40	ENSG00000135045	C9orf40	protein_coding	9	77561499	77567802	-	74946583	74952912	-
Q8IXR9	C12orf56	Uncharacterized protein C12orf56	Q8IXR9	C12orf56	115749	C12orf56	HGNC:26967	C12orf56	ENSG00000185306	C12orf56	protein_coding	12	64660763	64784345	-	64264762	64390758	-
Q8IXS2	CCDC65	Dynein regulatory complex subunit 2	Q8IXS2	CCDC65	85478	CCDC65	HGNC:29937	CCDC65	ENSG00000139537	CCDC65	protein_coding	12	49297893	49315359	+	48904110	48931840	+
Q8IXS6	PALM2	Paralemmin-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IXT1	DDIAS	DNA damage-induced apoptosis suppressor protein	Q8IXT1	DDIAS	220042	DDIAS	HGNC:26351	DDIAS	ENSG00000165490	DDIAS	protein_coding	11	82612737	82669319	+	82899975	82958277	+
Q8IXW0	LMNTD2	Lamin tail domain-containing protein 2	Q8IXW0	LMNTD2	256329	LMNTD2	HGNC:28561	LMNTD2	ENSG00000185522	LMNTD2	protein_coding	11	554850	560779	-	554850	560738	-
Q8IXW5	RPAP2	Putative RNA polymerase II subunit B1 CTD phosphatase RPAP2	Q8IXW5	RPAP2	79871	RPAP2	HGNC:25791	RPAP2	ENSG00000122484	RPAP2	protein_coding	1	92764522	92853732	+	92299059	92402056	+
Q8IY18	SMC5	Structural maintenance of chromosomes protein 5	Q8IY18	SMC5	23137	SMC5	HGNC:20465	SMC5	ENSG00000198887	SMC5	protein_coding	9	72873878	72969789	+	70258978	70354873	+
Q8IY21	DDX60	Probable ATP-dependent RNA helicase DDX60	Q8IY21	DDX60	55601	DDX60	HGNC:25942	DDX60	ENSG00000137628	DDX60	protein_coding	4	169137442	169239958	-	168216291	168318883	-
Q8IY22	CMIP	C-Maf-inducing protein	Q8IY22	CMIP	80790	CMIP	HGNC:24319	CMIP	ENSG00000153815	CMIP	protein_coding	16	81478775	81745367	+	81444808	81711762	+
Q8IY31	IFT20	Intraflagellar transport protein 20 homolog	Q8IY31	IFT20	90410	IFT20	HGNC:30989	IFT20	ENSG00000109083	IFT20	protein_coding	17	26655351	26662515	-	28328325	28335489	-
Q8IY33	MICALL2	MICAL-like protein 2	Q8IY33	MICALL2	79778	MICALL2	HGNC:29672	MICALL2	ENSG00000164877	MICALL2	protein_coding	7	1473995	1499109	-	1428465	1459470	-
Q8IY37	DHX37	Probable ATP-dependent RNA helicase DHX37	Q8IY37	DHX37	57647	DHX37	HGNC:17210	DHX37	ENSG00000150990	DHX37	protein_coding	12	125431370	125473667	-	124946825	124989131	-
Q8IY85	EFCAB13	EF-hand calcium-binding domain-containing protein 13	Q8IY85	EFCAB13	124989	EFCAB13	HGNC:26864	EFCAB13	ENSG00000178852	EFCAB13	protein_coding	17	45401142	45518677	+	47323290	47441312	+
Q8IYA2	CCDC144CP	Putative coiled-coil domain-containing protein 144C	NA	NA	NA	NA	NA	NA	ENSG00000154898	NA	NA	17	NA	NA	NA	NA	NA	NA
Q8IYA6	CKAP2L	Cytoskeleton-associated protein 2-like	Q8IYA6	CKAP2L	150468	CKAP2L	HGNC:26877	CKAP2L	ENSG00000169607	CKAP2L	protein_coding	2	113495444	113522254	-	112736349	112764664	-
Q8IYA8	IHO1	Interactor of HORMAD1 protein 1	Q8IYA8	IHO1	339834	IHO1	HGNC:27945	IHO1	ENSG00000173421	IHO1	protein_coding	3	49235861	49295537	+	49198428	49258106	+
Q8IYB0	YK038	Putative uncharacterized protein MGC39545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IYB5	SMAP1	Stromal membrane-associated protein 1	Q8IYB5	SMAP1	60682	SMAP1	HGNC:19651	SMAP1	ENSG00000112305	SMAP1	protein_coding	6	71377479	71571716	+	70667776	70862011	+
Q8IYB7	DIS3L2	DIS3-like exonuclease 2	Q8IYB7	DIS3L2	129563	DIS3L2	HGNC:28648	DIS3L2	ENSG00000144535	DIS3L2	protein_coding	2	232826293	233208678	+	231961245	232344350	+
Q8IYE1	CCDC13	Coiled-coil domain-containing protein 13	Q8IYE1	CCDC13	152206	CCDC13	HGNC:26358	CCDC13	ENSG00000244607	CCDC13	protein_coding	3	42749874	42814745	-	42705756	42804493	-
Q8IYF3	TEX11	Testis-expressed protein 11	Q8IYF3	TEX11	56159	TEX11	HGNC:11733	TEX11	ENSG00000120498	TEX11	protein_coding	X	69748790	70128567	-	70528940	70908711	-
Q8IYJ2	C10orf67	Uncharacterized protein C10orf67, mitochondrial	Q5SXQ8	C10orf67	256815	C10orf67	HGNC:28716	NA	NA	C10orf67	protein_coding	10	23605520	23633772	-	23202696	23344845	-
Q8IYJ3	SYTL1	Synaptotagmin-like protein 1	Q8IYJ3	SYTL1	84958	SYTL1	HGNC:15584	SYTL1	ENSG00000142765	SYTL1	protein_coding	1	27668483	27680423	+	27342020	27353937	+
Q8IYK8	REM2	GTP-binding protein REM 2	Q8IYK8	REM2	161253	REM2	HGNC:20248	REM2	ENSG00000139890	REM2	protein_coding	14	23352432	23356889	+	22883222	22887678	+
